pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
000666000,Sleipnir,Command Ship,T2,Tech II,15-01-2026 23:39:12,15-01-2026 23:51:33,741,2245
