dataset,result,module,count,total_amount,avg_amount
cap_warfare_received,Energy Neutralizer,Medium Gremlin Compact Energy Neutralizer,2,136,68.0
damage_done,Hits,Domination Medium Proton Smartbomb,26,421,16.192307692307693
damage_received,Hits,Inferno Rage Heavy Assault Missile,3,1468,489.3333333333333
ewar_effects_received,ECM,Halting Compact Ladar ECM,4,,
