pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
Ownda,Basilisk,Logistics,T2,Tech II,15-01-2026 23:38:48,15-01-2026 23:52:04,796,1727
