dataset,result,module,count,total_amount,avg_amount
cap_warfare_received,Energy Neutralizer,Medium Gremlin Compact Energy Neutralizer,2,152,76.0
damage_done,Hits,Domination Medium Proton Smartbomb,23,382,16.608695652173914
damage_received,Hits,Inferno Rage Heavy Assault Missile,2,1073,536.5
ewar_effects_received,ECM,Halting Compact Ladar ECM,1,,
