pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
MissileFart,Devoter,Heavy Interdiction Cruiser,T2,Tech II,15-01-2026 23:51:08,15-01-2026 23:55:34,266,7
