pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
Compelled Discovery,Sacrilege,Heavy Assault Cruiser,T2,Tech II,15-01-2026 23:39:38,15-01-2026 23:53:38,840,42
