pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
Interdiction Probe,Warp Disrupt Probe,Interdiction Probe,T1,Tech I,15-01-2026 20:38:22,15-01-2026 21:30:22,3120,14
