pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
5z tdtzud,Claymore,Command Ship,T2,Tech II,15-01-2026 23:40:32,15-01-2026 23:52:51,739,78
