dataset,result,module,count,total_amount,avg_amount
cap_warfare_received,Energy Neutralizer,Medium Gremlin Compact Energy Neutralizer,4,310,77.5
damage_done,Hits,Domination Medium Proton Smartbomb,27,424,15.703703703703704
damage_done,Smashes,Warrior II,1,9,9.0
damage_received,Hits,Scourge Rage Heavy Assault Missile,21,5029,239.47619047619048
propulsion_jam_attempts,Attempt,,9,,
