pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
muteassassin,Sleipnir,Command Ship,T2,Tech II,15-01-2026 23:39:15,15-01-2026 23:51:37,742,220
