pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
Norgs,Sacrilege,Heavy Assault Cruiser,T2,Tech II,15-01-2026 23:41:12,15-01-2026 23:56:02,890,42
