pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
Mick Fightmaster,Armageddon,Battleship,T1,Tech I,15-01-2026 23:38:58,15-01-2026 23:55:54,1016,150
