pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
'Packrat' Mobile Tractor Unit,'Packrat' Mobile Tractor Unit,Mobile Tractor Unit,T1,Tech I,15-01-2026 21:07:58,15-01-2026 21:16:29,511,98
