pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
sexy'beast,Kitsune,Electronic Attack Ship,T2,Tech II,15-01-2026 23:45:18,15-01-2026 23:52:27,429,59
