dataset,result,module,count,total_amount,avg_amount
damage_done,Hits,Domination Medium Proton Smartbomb,51,1519,29.784313725490197
damage_received,Hits,Domination Medium Proton Smartbomb,158,6289,39.80379746835443
propulsion_jam_attempts,Attempt,,10,,
repairs_done,,Large Remote Shield Booster II,18,9827,545.9444444444445
repairs_done,,Pithum A-Type Medium Remote Shield Booster,7,2166,309.42857142857144
