pilot,alliance,corp,ship_types,ship_types_seen,ship_types_seen_count,fighter_types,ship_classes,ship_tech_levels,hull_rarities,damage_done_count,damage_done_total,damage_done_avg,damage_received_count,damage_received_total,damage_received_avg,repairs_done_count,repairs_done_total,repairs_done_avg,repairs_received_count,repairs_received_total,repairs_received_avg,ewar_effects_done_count,ewar_effects_done_total,ewar_effects_done_avg,ewar_effects_received_count,ewar_effects_received_total,ewar_effects_received_avg,cap_warfare_done_count,cap_warfare_done_total,cap_warfare_done_avg,cap_warfare_received_count,cap_warfare_received_total,cap_warfare_received_avg,capacitor_done_count,capacitor_done_total,capacitor_done_avg,capacitor_received_count,capacitor_received_total,capacitor_received_avg,propulsion_jam_attempts_count,propulsion_jam_attempts_total,propulsion_jam_attempts_avg
Turix,ECHO.,INOU,Sleipnir,Sleipnir,1,,Command Ship,T2,Tech II,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,
