pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
Crafty Beaver,Damnation,Command Ship,T2,Tech II,15-01-2026 23:42:46,15-01-2026 23:50:13,447,30
