pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
Owndaworld,Naglfar Fleet Issue,Dreadnought,T1,Faction,15-01-2026 20:29:23,15-01-2026 21:16:29,2826,2423
