dataset,result,module,count,total_amount,avg_amount
damage_done,Hits,Domination Medium Proton Smartbomb,26,420,16.153846153846153
damage_received,Hits,Scourge Rage Heavy Assault Missile,9,2789,309.8888888888889
propulsion_jam_attempts,Attempt,,7,,
