pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
International Shoe,Sacrilege,Heavy Assault Cruiser,T2,Tech II,15-01-2026 23:40:22,15-01-2026 23:53:38,796,42
