timestamp,channel,log_listener,text,Log_file_original_line,Log_file_line_number,log_file
2026.01.15 21:21:04,combat,Ownda,905 from Orthrus - Glances Off,[ 2026.01.15 21:21:04 ] (combat) 905 from Orthrus - Glances Off,4022,20260115_202337_2059311182.txt
2026.01.15 21:21:04,combat,Ownda,854 from Orthrus - Glances Off,[ 2026.01.15 21:21:04 ] (combat) 854 from Orthrus - Glances Off,4023,20260115_202337_2059311182.txt
2026.01.15 21:21:04,combat,Ownda,677 from Orthrus - Grazes,[ 2026.01.15 21:21:04 ] (combat) 677 from Orthrus - Grazes,4024,20260115_202337_2059311182.txt
2026.01.15 21:21:04,combat,Ownda,1503 from Orthrus - Penetrates,[ 2026.01.15 21:21:04 ] (combat) 1503 from Orthrus - Penetrates,4025,20260115_202337_2059311182.txt
2026.01.15 21:21:04,combat,Ownda,882 from Orthrus - Glances Off,[ 2026.01.15 21:21:04 ] (combat) 882 from Orthrus - Glances Off,4026,20260115_202337_2059311182.txt
2026.01.15 21:21:04,combat,Ownda,38 from Emergent Sentinel - Grazes,[ 2026.01.15 21:21:04 ] (combat) 38 from Emergent Sentinel - Grazes,4027,20260115_202337_2059311182.txt
2026.01.15 21:21:04,combat,Ownda,57 from Emergent Sentinel - Hits,[ 2026.01.15 21:21:04 ] (combat) 57 from Emergent Sentinel - Hits,4028,20260115_202337_2059311182.txt
2026.01.15 21:21:05,combat,Ownda,69 from Emergent Sentinel - Penetrates,[ 2026.01.15 21:21:05 ] (combat) 69 from Emergent Sentinel - Penetrates,4029,20260115_202337_2059311182.txt
2026.01.15 21:21:08,combat,Ownda,2514 from Upgraded Avenger - Hits,[ 2026.01.15 21:21:08 ] (combat) 2514 from Upgraded Avenger - Hits,4030,20260115_202337_2059311182.txt
2026.01.15 21:21:08,combat,Ownda,1597 from Upgraded Avenger - Grazes,[ 2026.01.15 21:21:08 ] (combat) 1597 from Upgraded Avenger - Grazes,4031,20260115_202337_2059311182.txt
2026.01.15 21:21:08,combat,Ownda,4000 from Upgraded Avenger - Smashes,[ 2026.01.15 21:21:08 ] (combat) 4000 from Upgraded Avenger - Smashes,4032,20260115_202337_2059311182.txt
2026.01.15 21:21:08,combat,Ownda,90 from Emergent Sentinel - Smashes,[ 2026.01.15 21:21:08 ] (combat) 90 from Emergent Sentinel - Smashes,4033,20260115_202337_2059311182.txt
2026.01.15 21:21:08,combat,Ownda,55 from Emergent Sentinel - Hits,[ 2026.01.15 21:21:08 ] (combat) 55 from Emergent Sentinel - Hits,4034,20260115_202337_2059311182.txt
2026.01.15 21:21:09,combat,Ownda,86 from Emergent Sentinel - Smashes,[ 2026.01.15 21:21:09 ] (combat) 86 from Emergent Sentinel - Smashes,4035,20260115_202337_2059311182.txt
2026.01.15 21:21:10,combat,Ownda,80 from Emergent Sentinel - Penetrates,[ 2026.01.15 21:21:10 ] (combat) 80 from Emergent Sentinel - Penetrates,4051,20260115_202337_2059311182.txt
2026.01.15 21:21:13,combat,Ownda,66 from Emergent Sentinel - Penetrates,[ 2026.01.15 21:21:13 ] (combat) 66 from Emergent Sentinel - Penetrates,4055,20260115_202337_2059311182.txt
2026.01.15 21:21:14,combat,Ownda,3452 from Upgraded Avenger - Penetrates,[ 2026.01.15 21:21:14 ] (combat) 3452 from Upgraded Avenger - Penetrates,4056,20260115_202337_2059311182.txt
2026.01.15 21:21:14,combat,Ownda,4055 from Upgraded Avenger - Smashes,[ 2026.01.15 21:21:14 ] (combat) 4055 from Upgraded Avenger - Smashes,4057,20260115_202337_2059311182.txt
2026.01.15 21:21:14,combat,Ownda,3733 from Upgraded Avenger - Smashes,[ 2026.01.15 21:21:14 ] (combat) 3733 from Upgraded Avenger - Smashes,4058,20260115_202337_2059311182.txt
2026.01.15 21:21:14,combat,Ownda,91 from Emergent Sentinel - Smashes,[ 2026.01.15 21:21:14 ] (combat) 91 from Emergent Sentinel - Smashes,4059,20260115_202337_2059311182.txt
2026.01.15 21:21:15,combat,Ownda,35 from Emergent Sentinel - Grazes,[ 2026.01.15 21:21:15 ] (combat) 35 from Emergent Sentinel - Grazes,4060,20260115_202337_2059311182.txt
2026.01.15 21:21:16,combat,Ownda,95 from Emergent Sentinel - Smashes,[ 2026.01.15 21:21:16 ] (combat) 95 from Emergent Sentinel - Smashes,4061,20260115_202337_2059311182.txt
2026.01.15 21:21:18,combat,Ownda,73 from Emergent Sentinel - Penetrates,[ 2026.01.15 21:21:18 ] (combat) 73 from Emergent Sentinel - Penetrates,4062,20260115_202337_2059311182.txt
2026.01.15 21:21:19,combat,Ownda,1225 from Orthrus - Hits,[ 2026.01.15 21:21:19 ] (combat) 1225 from Orthrus - Hits,4075,20260115_202337_2059311182.txt
2026.01.15 21:21:19,combat,Ownda,1423 from Orthrus - Penetrates,[ 2026.01.15 21:21:19 ] (combat) 1423 from Orthrus - Penetrates,4076,20260115_202337_2059311182.txt
2026.01.15 21:21:19,combat,Ownda,810 from Orthrus - Glances Off,[ 2026.01.15 21:21:19 ] (combat) 810 from Orthrus - Glances Off,4077,20260115_202337_2059311182.txt
2026.01.15 21:21:19,combat,Ownda,842 from Orthrus - Glances Off,[ 2026.01.15 21:21:19 ] (combat) 842 from Orthrus - Glances Off,4078,20260115_202337_2059311182.txt
2026.01.15 21:21:19,combat,Ownda,1622 from Orthrus - Smashes,[ 2026.01.15 21:21:19 ] (combat) 1622 from Orthrus - Smashes,4079,20260115_202337_2059311182.txt
2026.01.15 21:21:19,combat,Ownda,84 from Emergent Sentinel - Smashes,[ 2026.01.15 21:21:19 ] (combat) 84 from Emergent Sentinel - Smashes,4080,20260115_202337_2059311182.txt
2026.01.15 21:21:19,combat,Ownda,1912 from Upgraded Avenger - Glances Off,[ 2026.01.15 21:21:19 ] (combat) 1912 from Upgraded Avenger - Glances Off,4086,20260115_202337_2059311182.txt
2026.01.15 21:21:19,combat,Ownda,3058 from Upgraded Avenger - Penetrates,[ 2026.01.15 21:21:19 ] (combat) 3058 from Upgraded Avenger - Penetrates,4087,20260115_202337_2059311182.txt
2026.01.15 21:21:19,combat,Ownda,2717 from Upgraded Avenger - Hits,[ 2026.01.15 21:21:19 ] (combat) 2717 from Upgraded Avenger - Hits,4088,20260115_202337_2059311182.txt
2026.01.15 21:21:19,combat,Ownda,55 from Emergent Sentinel - Hits,[ 2026.01.15 21:21:19 ] (combat) 55 from Emergent Sentinel - Hits,4089,20260115_202337_2059311182.txt
2026.01.15 21:21:21,combat,Ownda,59 from Emergent Sentinel - Hits,[ 2026.01.15 21:21:21 ] (combat) 59 from Emergent Sentinel - Hits,4090,20260115_202337_2059311182.txt
2026.01.15 21:21:23,combat,Ownda,76 from Emergent Sentinel - Penetrates,[ 2026.01.15 21:21:23 ] (combat) 76 from Emergent Sentinel - Penetrates,4093,20260115_202337_2059311182.txt
2026.01.15 21:21:24,combat,Ownda,52 from Emergent Sentinel - Hits,[ 2026.01.15 21:21:24 ] (combat) 52 from Emergent Sentinel - Hits,4094,20260115_202337_2059311182.txt
2026.01.15 21:21:24,combat,Ownda,36 from Emergent Sentinel - Grazes,[ 2026.01.15 21:21:24 ] (combat) 36 from Emergent Sentinel - Grazes,4095,20260115_202337_2059311182.txt
2026.01.15 21:21:26,combat,Ownda,3292 from Upgraded Avenger - Penetrates,[ 2026.01.15 21:21:26 ] (combat) 3292 from Upgraded Avenger - Penetrates,4096,20260115_202337_2059311182.txt
2026.01.15 21:21:26,combat,Ownda,4257 from Upgraded Avenger - Smashes,[ 2026.01.15 21:21:26 ] (combat) 4257 from Upgraded Avenger - Smashes,4097,20260115_202337_2059311182.txt
2026.01.15 21:21:26,combat,Ownda,3192 from Upgraded Avenger - Penetrates,[ 2026.01.15 21:21:26 ] (combat) 3192 from Upgraded Avenger - Penetrates,4098,20260115_202337_2059311182.txt
2026.01.15 21:21:26,combat,Ownda,52 from Emergent Sentinel - Hits,[ 2026.01.15 21:21:26 ] (combat) 52 from Emergent Sentinel - Hits,4105,20260115_202337_2059311182.txt
2026.01.15 21:21:27,combat,Ownda,194 from Emergent Sentinel - Wrecks,[ 2026.01.15 21:21:27 ] (combat) 194 from Emergent Sentinel - Wrecks,4113,20260115_202337_2059311182.txt
