pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
0wnda,Basilisk,Logistics,T2,Tech II,15-01-2026 23:38:47,15-01-2026 23:52:41,834,1550
