pilot,alliance,corp,ship_types,ship_types_seen,ship_types_seen_count,fighter_types,ship_classes,ship_tech_levels,hull_rarities,damage_done_count,damage_done_total,damage_done_avg,damage_received_count,damage_received_total,damage_received_avg,repairs_done_count,repairs_done_total,repairs_done_avg,repairs_received_count,repairs_received_total,repairs_received_avg,ewar_effects_done_count,ewar_effects_done_total,ewar_effects_done_avg,ewar_effects_received_count,ewar_effects_received_total,ewar_effects_received_avg,cap_warfare_done_count,cap_warfare_done_total,cap_warfare_done_avg,cap_warfare_received_count,cap_warfare_received_total,cap_warfare_received_avg,capacitor_done_count,capacitor_done_total,capacitor_done_avg,capacitor_received_count,capacitor_received_total,capacitor_received_avg,propulsion_jam_attempts_count,propulsion_jam_attempts_total,propulsion_jam_attempts_avg
0wnda,ECHO.,INOU,Basilisk,Basilisk,1,,Logistics,T2,Tech II,108,1680,15.555555555555555,56,2199,39.267857142857146,249,122676,492.67469879518075,12,1526,127.16666666666667,0,,,10,,,0,,,19,6771,356.36842105263156,386,84520,218.96373056994818,158,36370,230.18987341772151,1,,
