pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
Andre Skywalker,Naglfar Fleet Issue,Dreadnought,T1,Faction,15-01-2026 21:20:20,15-01-2026 21:30:36,616,80
