pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
Chad Cartier,Guardian,Logistics,T2,Tech II,15-01-2026 23:48:21,15-01-2026 23:56:01,460,2
