pilot,ship_type,ship_class,ship_tech,hull_rarity,first_seen,last_seen,duration_s,seen_events_count
Outalized,Loki,Strategic Cruiser,T3,Tech III,15-01-2026 23:39:26,15-01-2026 23:49:23,597,902
