dataset,result,module,count,total_amount,avg_amount
damage_done,Hits,Domination Medium Proton Smartbomb,26,416,16.0
damage_received,Hits,Inferno Rage Heavy Assault Missile,10,1143,114.3
propulsion_jam_attempts,Attempt,,5,,
